Date,Value,Unit
18/02/2024 17:00,69.8,kWh
18/02/2024 17:30,68.6,kWh
18/02/2024 18:00,69.2,kWh
18/02/2024 18:30,70.8,kWh
18/02/2024 19:00,69.8,kWh
18/02/2024 19:30,69.8,kWh
18/02/2024 20:00,68.8,kWh
18/02/2024 20:30,71.2,kWh
18/02/2024 21:00,69.6,kWh
18/02/2024 21:30,68.8,kWh
18/02/2024 22:00,68.4,kWh
18/02/2024 22:30,68.8,kWh
18/02/2024 23:00,68,kWh
18/02/2024 23:30,68.2,kWh
19/02/2024 00:00,71.2,kWh
19/02/2024 00:30,89.2,kWh
19/02/2024 01:00,83.8,kWh
19/02/2024 01:30,86,kWh
19/02/2024 02:00,90.8,kWh
19/02/2024 02:30,92.8,kWh
19/02/2024 03:00,97.4,kWh
19/02/2024 03:30,105.8,kWh
19/02/2024 04:00,116.8,kWh
19/02/2024 04:30,123,kWh
19/02/2024 05:00,119.4,kWh
19/02/2024 05:30,115,kWh
19/02/2024 06:00,115.4,kWh
19/02/2024 06:30,117.8,kWh
19/02/2024 07:00,119.4,kWh
19/02/2024 07:30,113.4,kWh
19/02/2024 08:00,128,kWh
19/02/2024 08:30,126.4,kWh
19/02/2024 09:00,128.8,kWh
19/02/2024 09:30,130.8,kWh
19/02/2024 10:00,131,kWh
19/02/2024 10:30,142,kWh
19/02/2024 11:00,142.4,kWh
19/02/2024 11:30,140.4,kWh
19/02/2024 12:00,148.6,kWh
19/02/2024 12:30,145.8,kWh
19/02/2024 13:00,147.6,kWh
19/02/2024 13:30,137,kWh
19/02/2024 14:00,135.6,kWh
19/02/2024 14:30,135.8,kWh
19/02/2024 15:00,131.6,kWh
19/02/2024 15:30,118,kWh
19/02/2024 16:00,135,kWh
19/02/2024 16:30,130.8,kWh
19/02/2024 17:00,119.8,kWh
19/02/2024 17:30,104.4,kWh
19/02/2024 18:00,100,kWh
19/02/2024 18:30,83.6,kWh
19/02/2024 19:00,82,kWh
19/02/2024 19:30,74.4,kWh
19/02/2024 20:00,70.6,kWh
19/02/2024 20:30,70.4,kWh
19/02/2024 21:00,70,kWh
19/02/2024 21:30,67.6,kWh
19/02/2024 22:00,65.6,kWh
19/02/2024 22:30,66.4,kWh
19/02/2024 23:00,66.6,kWh
19/02/2024 23:30,65.8,kWh
20/02/2024 00:00,67.2,kWh
20/02/2024 00:30,76.6,kWh
20/02/2024 01:00,75.8,kWh
20/02/2024 01:30,76.8,kWh
20/02/2024 02:00,81.2,kWh
20/02/2024 02:30,83.4,kWh
20/02/2024 03:00,95.2,kWh
20/02/2024 03:30,107,kWh
20/02/2024 04:00,119.4,kWh
20/02/2024 04:30,125.4,kWh
20/02/2024 05:00,121.4,kWh
20/02/2024 05:30,120.2,kWh
20/02/2024 06:00,119.4,kWh
20/02/2024 06:30,122.4,kWh
20/02/2024 07:00,123.6,kWh
20/02/2024 07:30,125.6,kWh
20/02/2024 08:00,134,kWh
20/02/2024 08:30,132.4,kWh
20/02/2024 09:00,141.8,kWh
20/02/2024 09:30,149.6,kWh
20/02/2024 10:00,147.2,kWh
20/02/2024 10:30,144.4,kWh
20/02/2024 11:00,144.2,kWh
20/02/2024 11:30,137.8,kWh
20/02/2024 12:00,137.2,kWh
20/02/2024 12:30,142.6,kWh
20/02/2024 13:00,138.6,kWh
20/02/2024 13:30,143.6,kWh
20/02/2024 14:00,144.6,kWh
20/02/2024 14:30,140.4,kWh
20/02/2024 15:00,141.8,kWh
20/02/2024 15:30,138.8,kWh
20/02/2024 16:00,129.2,kWh
20/02/2024 16:30,123.4,kWh
20/02/2024 17:00,129.2,kWh
20/02/2024 17:30,116.2,kWh
20/02/2024 18:00,110.4,kWh
20/02/2024 18:30,97,kWh
20/02/2024 19:00,84.4,kWh
20/02/2024 19:30,77.4,kWh
20/02/2024 20:00,71.8,kWh
20/02/2024 20:30,73.8,kWh
20/02/2024 21:00,74.2,kWh
20/02/2024 21:30,69.8,kWh
20/02/2024 22:00,69.2,kWh
20/02/2024 22:30,69.6,kWh
20/02/2024 23:00,69.2,kWh
20/02/2024 23:30,68.6,kWh
21/02/2024 00:00,68.8,kWh
21/02/2024 00:30,78.4,kWh
21/02/2024 01:00,76.6,kWh
21/02/2024 01:30,76.2,kWh
21/02/2024 02:00,77,kWh
21/02/2024 02:30,80.4,kWh
21/02/2024 03:00,96.6,kWh
21/02/2024 03:30,104.2,kWh
21/02/2024 04:00,109.2,kWh
21/02/2024 04:30,115.4,kWh
21/02/2024 05:00,110,kWh
21/02/2024 05:30,110,kWh
21/02/2024 06:00,108.2,kWh
21/02/2024 06:30,113.4,kWh
21/02/2024 07:00,122.6,kWh
21/02/2024 07:30,125,kWh
21/02/2024 08:00,132.6,kWh
21/02/2024 08:30,136.2,kWh
21/02/2024 09:00,132.8,kWh
21/02/2024 09:30,141,kWh
21/02/2024 10:00,143,kWh
21/02/2024 10:30,143.4,kWh
21/02/2024 11:00,146.4,kWh
21/02/2024 11:30,147.2,kWh
21/02/2024 12:00,146.4,kWh
21/02/2024 12:30,144,kWh
21/02/2024 13:00,145.8,kWh
21/02/2024 13:30,144,kWh
21/02/2024 14:00,141.8,kWh
21/02/2024 14:30,138.4,kWh
21/02/2024 15:00,139.8,kWh
21/02/2024 15:30,140.8,kWh
21/02/2024 16:00,135.2,kWh
21/02/2024 16:30,131,kWh
21/02/2024 17:00,129,kWh
21/02/2024 17:30,116.8,kWh
21/02/2024 18:00,101,kWh
21/02/2024 18:30,88.4,kWh
21/02/2024 19:00,85.6,kWh
21/02/2024 19:30,74.6,kWh
21/02/2024 20:00,69.2,kWh
21/02/2024 20:30,72.4,kWh
21/02/2024 21:00,71.6,kWh
21/02/2024 21:30,68.8,kWh
21/02/2024 22:00,67.6,kWh
21/02/2024 22:30,67.8,kWh
21/02/2024 23:00,68.2,kWh
21/02/2024 23:30,68,kWh
22/02/2024 00:00,70.6,kWh
22/02/2024 00:30,78.6,kWh
22/02/2024 01:00,77.6,kWh
22/02/2024 01:30,77.6,kWh
22/02/2024 02:00,77.8,kWh
22/02/2024 02:30,81.4,kWh
22/02/2024 03:00,96.8,kWh
22/02/2024 03:30,103.6,kWh
22/02/2024 04:00,116.6,kWh
22/02/2024 04:30,120.2,kWh
22/02/2024 05:00,114.4,kWh
22/02/2024 05:30,113.8,kWh
22/02/2024 06:00,112.4,kWh
22/02/2024 06:30,116.2,kWh
22/02/2024 07:00,118.8,kWh
22/02/2024 07:30,120.6,kWh
22/02/2024 08:00,140.2,kWh
22/02/2024 08:30,148.8,kWh
22/02/2024 09:00,152.6,kWh
22/02/2024 09:30,153.6,kWh
22/02/2024 10:00,143.4,kWh
22/02/2024 10:30,142.6,kWh
22/02/2024 11:00,147.6,kWh
22/02/2024 11:30,146.6,kWh
22/02/2024 12:00,146.6,kWh
22/02/2024 12:30,143.6,kWh
22/02/2024 13:00,138,kWh
22/02/2024 13:30,137.6,kWh
22/02/2024 14:00,144,kWh
22/02/2024 14:30,143.6,kWh
22/02/2024 15:00,148.198,kWh
22/02/2024 15:30,129.6,kWh
22/02/2024 16:00,127,kWh
22/02/2024 16:30,119.8,kWh
22/02/2024 17:00,112.2,kWh
22/02/2024 17:30,90,kWh
22/02/2024 18:00,85.8,kWh
22/02/2024 18:30,86.8,kWh
22/02/2024 19:00,78.8,kWh
22/02/2024 19:30,77.2,kWh
22/02/2024 20:00,71.2,kWh
22/02/2024 20:30,71,kWh
22/02/2024 21:00,69.6,kWh
22/02/2024 21:30,67.6,kWh
22/02/2024 22:00,68.6,kWh
22/02/2024 22:30,68.2,kWh
22/02/2024 23:00,69,kWh
22/02/2024 23:30,69,kWh
23/02/2024 00:00,71.2,kWh
23/02/2024 00:30,92.2,kWh
23/02/2024 01:00,90,kWh
23/02/2024 01:30,90.6,kWh
23/02/2024 02:00,87.6,kWh
23/02/2024 02:30,89.4,kWh
23/02/2024 03:00,103,kWh
23/02/2024 03:30,116,kWh
23/02/2024 04:00,124.6,kWh
23/02/2024 04:30,131.6,kWh
23/02/2024 05:00,123,kWh
23/02/2024 05:30,123.2,kWh
23/02/2024 06:00,125.8,kWh
23/02/2024 06:30,131,kWh
23/02/2024 07:00,130.2,kWh
23/02/2024 07:30,122.2,kWh
23/02/2024 08:00,149,kWh
23/02/2024 08:30,152.4,kWh
23/02/2024 09:00,149.6,kWh
23/02/2024 09:30,140.8,kWh
23/02/2024 10:00,132.2,kWh
23/02/2024 10:30,134.4,kWh
23/02/2024 11:00,133.8,kWh
23/02/2024 11:30,132.2,kWh
23/02/2024 12:00,130.4,kWh
23/02/2024 12:30,129.8,kWh
23/02/2024 13:00,137,kWh
23/02/2024 13:30,136.8,kWh
23/02/2024 14:00,128.2,kWh
23/02/2024 14:30,129,kWh
23/02/2024 15:00,118.2,kWh
23/02/2024 15:30,116.2,kWh
23/02/2024 16:00,113.6,kWh
23/02/2024 16:30,90,kWh
23/02/2024 17:00,83.2,kWh
23/02/2024 17:30,84,kWh
23/02/2024 18:00,82.8,kWh
23/02/2024 18:30,75.2,kWh
23/02/2024 19:00,72.4,kWh
23/02/2024 19:30,71.4,kWh
23/02/2024 20:00,70.6,kWh
23/02/2024 20:30,71.8,kWh
23/02/2024 21:00,74.2,kWh
23/02/2024 21:30,68.4,kWh
23/02/2024 22:00,69.6,kWh
23/02/2024 22:30,69.6,kWh
23/02/2024 23:00,69,kWh
23/02/2024 23:30,69,kWh
24/02/2024 00:00,72,kWh
24/02/2024 00:30,96.6,kWh
24/02/2024 01:00,96,kWh
24/02/2024 01:30,95.2,kWh
24/02/2024 02:00,93.4,kWh
24/02/2024 02:30,91.4,kWh
24/02/2024 03:00,94,kWh
24/02/2024 03:30,96.6,kWh
24/02/2024 04:00,96.4,kWh
24/02/2024 04:30,96,kWh
24/02/2024 05:00,96,kWh
24/02/2024 05:30,99.6,kWh
24/02/2024 06:00,94.4,kWh
24/02/2024 06:30,70,kWh
24/02/2024 07:00,72.2,kWh
24/02/2024 07:30,72.8,kWh
24/02/2024 08:00,71.6,kWh
24/02/2024 08:30,71.2,kWh
24/02/2024 09:00,72.4,kWh
24/02/2024 09:30,71.6,kWh
24/02/2024 10:00,69.4,kWh
24/02/2024 10:30,69,kWh
24/02/2024 11:00,68.8,kWh
24/02/2024 11:30,69.4,kWh
24/02/2024 12:00,69.4,kWh
24/02/2024 12:30,67.6,kWh
24/02/2024 13:00,68.6,kWh
24/02/2024 13:30,69.2,kWh
24/02/2024 14:00,67,kWh
24/02/2024 14:30,69.6,kWh
24/02/2024 15:00,68,kWh
24/02/2024 15:30,68.2,kWh
24/02/2024 16:00,69.8,kWh
24/02/2024 16:30,68,kWh
24/02/2024 17:00,66.6,kWh
24/02/2024 17:30,71,kWh
24/02/2024 18:00,72.2,kWh
24/02/2024 18:30,71.6,kWh
24/02/2024 19:00,72,kWh
24/02/2024 19:30,70.2,kWh
24/02/2024 20:00,71.6,kWh
24/02/2024 20:30,72.8,kWh
24/02/2024 21:00,70.2,kWh
24/02/2024 21:30,70.2,kWh
24/02/2024 22:00,68,kWh
24/02/2024 22:30,67.6,kWh
24/02/2024 23:00,68.8,kWh
24/02/2024 23:30,69,kWh
25/02/2024 00:00,74,kWh
25/02/2024 00:30,107.2,kWh
25/02/2024 01:00,104.8,kWh
25/02/2024 01:30,103.2,kWh
25/02/2024 02:00,104.4,kWh
25/02/2024 02:30,104.6,kWh
25/02/2024 03:00,101,kWh
25/02/2024 03:30,101.6,kWh
25/02/2024 04:00,98.6,kWh
25/02/2024 04:30,101,kWh
25/02/2024 05:00,102,kWh
25/02/2024 05:30,103,kWh
25/02/2024 06:00,96.2,kWh
25/02/2024 06:30,73.4,kWh
25/02/2024 07:00,73.8,kWh
25/02/2024 07:30,73.8,kWh
25/02/2024 08:00,74.2,kWh
25/02/2024 08:30,74,kWh
25/02/2024 09:00,73.6,kWh
25/02/2024 09:30,71,kWh
25/02/2024 10:00,70.8,kWh
25/02/2024 10:30,70,kWh
25/02/2024 11:00,70.6,kWh
25/02/2024 11:30,69.4,kWh
25/02/2024 12:00,69.4,kWh
25/02/2024 12:30,69.4,kWh
25/02/2024 13:00,70.4,kWh
25/02/2024 13:30,67.8,kWh
25/02/2024 14:00,68.2,kWh
25/02/2024 14:30,68.4,kWh
25/02/2024 15:00,68.2,kWh
25/02/2024 15:30,68.2,kWh
25/02/2024 16:00,68.6,kWh
25/02/2024 16:30,68.2,kWh
25/02/2024 17:00,68.6,kWh
25/02/2024 17:30,69.4,kWh
25/02/2024 18:00,73.2,kWh
25/02/2024 18:30,73,kWh
25/02/2024 19:00,72.6,kWh
25/02/2024 19:30,71,kWh
25/02/2024 20:00,70.4,kWh
25/02/2024 20:30,72.4,kWh
25/02/2024 21:00,70.8,kWh
25/02/2024 21:30,69.8,kWh
25/02/2024 22:00,67.8,kWh
25/02/2024 22:30,68,kWh
25/02/2024 23:00,68.4,kWh
25/02/2024 23:30,67.6,kWh
26/02/2024 00:00,71.2,kWh
26/02/2024 00:30,106.6,kWh
26/02/2024 01:00,101.2,kWh
26/02/2024 01:30,103.8,kWh
26/02/2024 02:00,105.6,kWh
26/02/2024 02:30,104.4,kWh
26/02/2024 03:00,113.2,kWh
26/02/2024 03:30,116.2,kWh
26/02/2024 04:00,122.6,kWh
26/02/2024 04:30,140.4,kWh
26/02/2024 05:00,132.2,kWh
26/02/2024 05:30,128.4,kWh
26/02/2024 06:00,130.4,kWh
26/02/2024 06:30,132,kWh
26/02/2024 07:00,136.2,kWh
26/02/2024 07:30,137,kWh
26/02/2024 08:00,149.8,kWh
26/02/2024 08:30,154.4,kWh
26/02/2024 09:00,142,kWh
26/02/2024 09:30,139,kWh
26/02/2024 10:00,145.8,kWh
26/02/2024 10:30,143.2,kWh
26/02/2024 11:00,143.6,kWh
26/02/2024 11:30,140,kWh
26/02/2024 12:00,145.2,kWh
26/02/2024 12:30,146.2,kWh
26/02/2024 13:00,144.2,kWh
26/02/2024 13:30,142.2,kWh
26/02/2024 14:00,141.2,kWh
26/02/2024 14:30,133.6,kWh
26/02/2024 15:00,138.8,kWh
26/02/2024 15:30,143.4,kWh
26/02/2024 16:00,138.2,kWh
26/02/2024 16:30,137.8,kWh
26/02/2024 17:00,136.2,kWh
26/02/2024 17:30,116.2,kWh
26/02/2024 18:00,91,kWh
26/02/2024 18:30,84,kWh
26/02/2024 19:00,83.4,kWh
26/02/2024 19:30,74.4,kWh
26/02/2024 20:00,69.8,kWh
26/02/2024 20:30,70,kWh
26/02/2024 21:00,67.4,kWh
26/02/2024 21:30,67.4,kWh
26/02/2024 22:00,65.4,kWh
26/02/2024 22:30,65.2,kWh
26/02/2024 23:00,65.8,kWh
26/02/2024 23:30,65.6,kWh
27/02/2024 00:00,69,kWh
27/02/2024 00:30,98.6,kWh
27/02/2024 01:00,96.8,kWh
27/02/2024 01:30,96.2,kWh
27/02/2024 02:00,98,kWh
27/02/2024 02:30,98.8,kWh
27/02/2024 03:00,109,kWh
27/02/2024 03:30,110,kWh
27/02/2024 04:00,126,kWh
27/02/2024 04:30,144,kWh
27/02/2024 05:00,132.8,kWh
27/02/2024 05:30,134.6,kWh
27/02/2024 06:00,132.6,kWh
27/02/2024 06:30,136.2,kWh
27/02/2024 07:00,134.2,kWh
27/02/2024 07:30,144,kWh
27/02/2024 08:00,152,kWh
27/02/2024 08:30,151.4,kWh
27/02/2024 09:00,148.8,kWh
27/02/2024 09:30,159.4,kWh
27/02/2024 10:00,158.8,kWh
27/02/2024 10:30,150,kWh
27/02/2024 11:00,140.4,kWh
27/02/2024 11:30,142.6,kWh
27/02/2024 12:00,154.2,kWh
27/02/2024 12:30,155.4,kWh
27/02/2024 13:00,148.6,kWh
27/02/2024 13:30,142,kWh
27/02/2024 14:00,135.6,kWh
27/02/2024 14:30,145.8,kWh
27/02/2024 15:00,146.6,kWh
27/02/2024 15:30,143,kWh
27/02/2024 16:00,144.6,kWh
27/02/2024 16:30,139,kWh
27/02/2024 17:00,133,kWh
27/02/2024 17:30,113.2,kWh
27/02/2024 18:00,109.6,kWh
27/02/2024 18:30,91.4,kWh
27/02/2024 19:00,81.8,kWh
27/02/2024 19:30,77,kWh
27/02/2024 20:00,70.6,kWh
27/02/2024 20:30,70,kWh
27/02/2024 21:00,69.6,kWh
27/02/2024 21:30,66.8,kWh
27/02/2024 22:00,65.4,kWh
27/02/2024 22:30,64.6,kWh
27/02/2024 23:00,65,kWh
27/02/2024 23:30,65.4,kWh
28/02/2024 00:00,68.4,kWh
28/02/2024 00:30,92.8,kWh
28/02/2024 01:00,91.2,kWh
28/02/2024 01:30,90.4,kWh
28/02/2024 02:00,89.8,kWh
28/02/2024 02:30,95.4,kWh
28/02/2024 03:00,100.4,kWh
28/02/2024 03:30,106.8,kWh
28/02/2024 04:00,121.4,kWh
28/02/2024 04:30,134.2,kWh
28/02/2024 05:00,126.6,kWh
28/02/2024 05:30,128.2,kWh
28/02/2024 06:00,127,kWh
28/02/2024 06:30,127.6,kWh
28/02/2024 07:00,129.8,kWh
28/02/2024 07:30,131.4,kWh
28/02/2024 08:00,147.2,kWh
28/02/2024 08:30,150.8,kWh
28/02/2024 09:00,153.2,kWh
28/02/2024 09:30,154,kWh
28/02/2024 10:00,147.4,kWh
28/02/2024 10:30,154.6,kWh
28/02/2024 11:00,148.4,kWh
28/02/2024 11:30,146.2,kWh
28/02/2024 12:00,136.4,kWh
28/02/2024 12:30,141.6,kWh
28/02/2024 13:00,141.6,kWh
28/02/2024 13:30,143.2,kWh
28/02/2024 14:00,140.6,kWh
28/02/2024 14:30,141,kWh
28/02/2024 15:00,138.2,kWh
28/02/2024 15:30,144,kWh
28/02/2024 16:00,140,kWh
28/02/2024 16:30,136.4,kWh
28/02/2024 17:00,134.6,kWh
28/02/2024 17:30,106.8,kWh
28/02/2024 18:00,97,kWh
28/02/2024 18:30,95,kWh
28/02/2024 19:00,91.2,kWh
28/02/2024 19:30,74,kWh
28/02/2024 20:00,68.8,kWh
28/02/2024 20:30,69.6,kWh
28/02/2024 21:00,70.6,kWh
28/02/2024 21:30,67.2,kWh
28/02/2024 22:00,65.4,kWh
28/02/2024 22:30,65.8,kWh
28/02/2024 23:00,65.4,kWh
28/02/2024 23:30,65.2,kWh
29/02/2024 00:00,67.8,kWh
29/02/2024 00:30,82.4,kWh
29/02/2024 01:00,82.8,kWh
29/02/2024 01:30,81.4,kWh
29/02/2024 02:00,81.4,kWh
29/02/2024 02:30,83.6,kWh
29/02/2024 03:00,94.6,kWh
29/02/2024 03:30,99,kWh
29/02/2024 04:00,110,kWh
29/02/2024 04:30,111.4,kWh
29/02/2024 05:00,106,kWh
29/02/2024 05:30,105.6,kWh
29/02/2024 06:00,106.8,kWh
29/02/2024 06:30,111,kWh
29/02/2024 07:00,117.4,kWh
29/02/2024 07:30,122.6,kWh
29/02/2024 08:00,135.8,kWh
29/02/2024 08:30,136.6,kWh
29/02/2024 09:00,138.6,kWh
29/02/2024 09:30,134,kWh
29/02/2024 10:00,139,kWh
29/02/2024 10:30,143.2,kWh
29/02/2024 11:00,134,kWh
29/02/2024 11:30,142,kWh
29/02/2024 12:00,141.6,kWh
29/02/2024 12:30,140.8,kWh
29/02/2024 13:00,141,kWh
29/02/2024 13:30,131.4,kWh
29/02/2024 14:00,132.6,kWh
29/02/2024 14:30,141.2,kWh
29/02/2024 15:00,143.4,kWh
29/02/2024 15:30,141,kWh
29/02/2024 16:00,132,kWh
29/02/2024 16:30,122,kWh
29/02/2024 17:00,119.6,kWh
29/02/2024 17:30,109.6,kWh
29/02/2024 18:00,97.6,kWh
29/02/2024 18:30,85.6,kWh
29/02/2024 19:00,86.2,kWh
29/02/2024 19:30,78.6,kWh
29/02/2024 20:00,74.6,kWh
29/02/2024 20:30,70.8,kWh
29/02/2024 21:00,71,kWh
29/02/2024 21:30,69.4,kWh
29/02/2024 22:00,68,kWh
29/02/2024 22:30,67.8,kWh
29/02/2024 23:00,68.6,kWh
29/02/2024 23:30,66.2,kWh
01/03/2024 00:00,70.2,kWh
01/03/2024 00:30,89.2,kWh
01/03/2024 01:00,91.4,kWh
01/03/2024 01:30,89.6,kWh
01/03/2024 02:00,92.2,kWh
01/03/2024 02:30,92.2,kWh
01/03/2024 03:00,102.6,kWh
01/03/2024 03:30,110.2,kWh
01/03/2024 04:00,122,kWh
01/03/2024 04:30,127.6,kWh
01/03/2024 05:00,123.6,kWh
01/03/2024 05:30,122.2,kWh
01/03/2024 06:00,126.2,kWh
01/03/2024 06:30,128.8,kWh
01/03/2024 07:00,126.6,kWh
01/03/2024 07:30,128,kWh
01/03/2024 08:00,141.4,kWh
01/03/2024 08:30,150.198,kWh
01/03/2024 09:00,150.8,kWh
01/03/2024 09:30,143.2,kWh
01/03/2024 10:00,135.2,kWh
01/03/2024 10:30,150.6,kWh
01/03/2024 11:00,150,kWh
01/03/2024 11:30,149,kWh
01/03/2024 12:00,143.6,kWh
01/03/2024 12:30,144.2,kWh
01/03/2024 13:00,135.8,kWh
01/03/2024 13:30,128.8,kWh
01/03/2024 14:00,129.8,kWh
01/03/2024 14:30,126.4,kWh
01/03/2024 15:00,127,kWh
01/03/2024 15:30,113.6,kWh
01/03/2024 16:00,110.6,kWh
01/03/2024 16:30,87.2,kWh
01/03/2024 17:00,81.6,kWh
01/03/2024 17:30,84.2,kWh
01/03/2024 18:00,81.4,kWh
01/03/2024 18:30,73.6,kWh
01/03/2024 19:00,71.8,kWh
01/03/2024 19:30,69.8,kWh
01/03/2024 20:00,68.8,kWh
01/03/2024 20:30,68.4,kWh
01/03/2024 21:00,69.2,kWh
01/03/2024 21:30,65.4,kWh
01/03/2024 22:00,64.6,kWh
01/03/2024 22:30,64.4,kWh
01/03/2024 23:00,65.4,kWh
01/03/2024 23:30,64.2,kWh
02/03/2024 00:00,68.2,kWh
02/03/2024 00:30,96.6,kWh
02/03/2024 01:00,93,kWh
02/03/2024 01:30,89.8,kWh
02/03/2024 02:00,89.8,kWh
02/03/2024 02:30,88.8,kWh
02/03/2024 03:00,89.2,kWh
02/03/2024 03:30,91.6,kWh
02/03/2024 04:00,90.4,kWh
02/03/2024 04:30,91,kWh
02/03/2024 05:00,89.2,kWh
02/03/2024 05:30,91.8,kWh
02/03/2024 06:00,89.4,kWh
02/03/2024 06:30,70.2,kWh
02/03/2024 07:00,71.4,kWh
02/03/2024 07:30,73.2,kWh
02/03/2024 08:00,73.8,kWh
02/03/2024 08:30,71.2,kWh
02/03/2024 09:00,72.4,kWh
02/03/2024 09:30,71.6,kWh
02/03/2024 10:00,71.2,kWh
02/03/2024 10:30,72.6,kWh
02/03/2024 11:00,70.4,kWh
02/03/2024 11:30,70.6,kWh
02/03/2024 12:00,71,kWh
02/03/2024 12:30,69.4,kWh
02/03/2024 13:00,68.2,kWh
02/03/2024 13:30,70,kWh
02/03/2024 14:00,68.8,kWh
02/03/2024 14:30,70.4,kWh
02/03/2024 15:00,69.4,kWh
02/03/2024 15:30,70.4,kWh
02/03/2024 16:00,70.6,kWh
02/03/2024 16:30,68.8,kWh
02/03/2024 17:00,71.4,kWh
02/03/2024 17:30,71,kWh
02/03/2024 18:00,73.8,kWh
02/03/2024 18:30,72.6,kWh
02/03/2024 19:00,72.6,kWh
02/03/2024 19:30,73.2,kWh
02/03/2024 20:00,73,kWh
02/03/2024 20:30,74.4,kWh
02/03/2024 21:00,73.8,kWh
02/03/2024 21:30,70,kWh
02/03/2024 22:00,70,kWh
02/03/2024 22:30,70,kWh
02/03/2024 23:00,68.8,kWh
02/03/2024 23:30,68.4,kWh
03/03/2024 00:00,73,kWh
03/03/2024 00:30,112,kWh
03/03/2024 01:00,106.4,kWh
03/03/2024 01:30,101.6,kWh
03/03/2024 02:00,104,kWh
03/03/2024 02:30,102.2,kWh
03/03/2024 03:00,100.8,kWh
03/03/2024 03:30,104.4,kWh
03/03/2024 04:00,102.2,kWh
03/03/2024 04:30,102,kWh
03/03/2024 05:00,101.6,kWh
03/03/2024 05:30,106.6,kWh
03/03/2024 06:00,99,kWh
03/03/2024 06:30,74.8,kWh
03/03/2024 07:00,76.2,kWh
03/03/2024 07:30,75.6,kWh
03/03/2024 08:00,76.8,kWh
03/03/2024 08:30,77.4,kWh
03/03/2024 09:00,76.2,kWh
03/03/2024 09:30,73.2,kWh
03/03/2024 10:00,72,kWh
03/03/2024 10:30,72.2,kWh
03/03/2024 11:00,73,kWh
03/03/2024 11:30,72,kWh
03/03/2024 12:00,71.8,kWh
03/03/2024 12:30,72.4,kWh
03/03/2024 13:00,71,kWh
03/03/2024 13:30,72,kWh
03/03/2024 14:00,69.2,kWh
03/03/2024 14:30,70.8,kWh
03/03/2024 15:00,69.4,kWh
03/03/2024 15:30,70.6,kWh
03/03/2024 16:00,71.6,kWh
03/03/2024 16:30,69,kWh
03/03/2024 17:00,69.6,kWh
03/03/2024 17:30,70.6,kWh
03/03/2024 18:00,73.2,kWh
03/03/2024 18:30,74.4,kWh
03/03/2024 19:00,72.4,kWh
03/03/2024 19:30,73.2,kWh
03/03/2024 20:00,72.2,kWh
03/03/2024 20:30,73.4,kWh
03/03/2024 21:00,74.2,kWh
03/03/2024 21:30,72.2,kWh
03/03/2024 22:00,69.6,kWh
03/03/2024 22:30,68.6,kWh
03/03/2024 23:00,70.6,kWh
03/03/2024 23:30,71.4,kWh
04/03/2024 00:00,75,kWh
04/03/2024 00:30,116.8,kWh
04/03/2024 01:00,105.2,kWh
04/03/2024 01:30,105.2,kWh
04/03/2024 02:00,105.2,kWh
04/03/2024 02:30,109.8,kWh
04/03/2024 03:00,114.4,kWh
04/03/2024 03:30,116.8,kWh
04/03/2024 04:00,124.6,kWh
04/03/2024 04:30,148.6,kWh
04/03/2024 05:00,142.2,kWh
04/03/2024 05:30,139.6,kWh
04/03/2024 06:00,138,kWh
04/03/2024 06:30,146.4,kWh
04/03/2024 07:00,143,kWh
04/03/2024 07:30,153.8,kWh
04/03/2024 08:00,154.2,kWh
04/03/2024 08:30,152.6,kWh
04/03/2024 09:00,142.8,kWh
04/03/2024 09:30,156.4,kWh
04/03/2024 10:00,158.4,kWh
04/03/2024 10:30,150.8,kWh
04/03/2024 11:00,147.8,kWh
04/03/2024 11:30,143,kWh
04/03/2024 12:00,148.198,kWh
04/03/2024 12:30,145,kWh
04/03/2024 13:00,143.2,kWh
04/03/2024 13:30,145.2,kWh
04/03/2024 14:00,141.8,kWh
04/03/2024 14:30,143.4,kWh
04/03/2024 15:00,145,kWh
04/03/2024 15:30,144.2,kWh
04/03/2024 16:00,128.6,kWh
04/03/2024 16:30,140.6,kWh
04/03/2024 17:00,134.8,kWh
04/03/2024 17:30,111.8,kWh
04/03/2024 18:00,98.2,kWh
04/03/2024 18:30,85,kWh
04/03/2024 19:00,84,kWh
04/03/2024 19:30,75,kWh
04/03/2024 20:00,70.6,kWh
04/03/2024 20:30,68.6,kWh
04/03/2024 21:00,69.8,kWh
04/03/2024 21:30,68.6,kWh
04/03/2024 22:00,66.6,kWh
04/03/2024 22:30,65,kWh
04/03/2024 23:00,65.6,kWh
04/03/2024 23:30,66,kWh
05/03/2024 00:00,69.8,kWh
05/03/2024 00:30,93.4,kWh
05/03/2024 01:00,90.4,kWh
05/03/2024 01:30,89,kWh
05/03/2024 02:00,88,kWh
05/03/2024 02:30,94,kWh
05/03/2024 03:00,101,kWh
05/03/2024 03:30,109.6,kWh
05/03/2024 04:00,120.6,kWh
05/03/2024 04:30,131.4,kWh
05/03/2024 05:00,121,kWh
05/03/2024 05:30,120.2,kWh
05/03/2024 06:00,121.8,kWh
05/03/2024 06:30,125.4,kWh
05/03/2024 07:00,123.2,kWh
05/03/2024 07:30,136.4,kWh
05/03/2024 08:00,137.4,kWh
05/03/2024 08:30,143,kWh
05/03/2024 09:00,143,kWh
